omega_rad_s,freq_hz,Magnitude_raw,Magnitude_smooth,Phase_raw_rad,Phase_smooth_rad,Magnitude_dB,Phase_deg,Real_part,Imag_part,actual_freq_hz,adc_sample_rate_hz,clip_flags,dac_sample_rate_hz,input_dc_v,input_max_code,input_min_code,input_pp_v,input_rms_v,magnitude_repeat_span_db,output_dc_v,output_max_code,output_min_code,output_pp_v,output_rms_v,phase_repeat_span_rad,valid_capture_count
72906.171875,11603.377635813566,0.983063,0.982971,0.22,0.21960000000000002,-0.1491858941356783,12.58215318107288,0.959364620277688,0.2141296621219201,11603.375977,185589.515625,0.0,1000000.0,1.647,2816.0,1300.0,1.217,0.424,0.006,1.664,2816.0,1331.0,1.19,0.417,0.001,3.0
73526.640625,11702.128304410115,0.983917,0.983319,0.216,0.21680000000000002,-0.14611138363559267,12.421724998436249,0.9603002754349932,0.21151746206986427,11702.12793,187224.671875,0.0,1000000.0,1.647,2789.0,1297.0,1.201,0.424,0.018,1.664,2802.0,1330.0,1.181,0.417,0.001,3.0
74137.882813,11799.410520056621,0.983215,0.9836852,0.214,0.21400000000000002,-0.1428772544738882,12.261296815799618,0.9612466058847863,0.20890556568463783,11799.410156,188888.890625,0.0,1000000.0,1.647,2816.0,1296.0,1.218,0.424,0.012,1.664,2816.0,1328.0,1.189,0.417,0.002,3.0
74799.828125,11904.762388517927,0.983887,0.9838744000000001,0.21,0.21100000000000002,-0.14120678886299834,12.089409477260372,0.9620539999512209,0.20606051575499956,11904.761719,190369.546875,0.0,1000000.0,1.647,2792.0,1295.0,1.202,0.424,0.013,1.664,2801.0,1328.0,1.18,0.417,0.004,3.0
75398.226563,12000.000457864096,0.984344,0.9861144,0.21,0.20800000000000005,-0.12145398501518313,11.917522138721125,0.9648595700985948,0.2036359984789398,12000.0,192090.390625,0.0,1000000.0,1.647,2816.0,1296.0,1.206,0.424,0.006,1.664,2816.0,1334.0,1.194,0.417,0.001,3.0
76006.28125,12096.775366970342,0.984009,0.9863586000000001,0.205,0.20540000000000005,-0.11930328965919736,11.768553111987112,0.9656248286634659,0.20117648486493697,12096.774414,193621.875,0.0,1000000.0,1.647,2791.0,1297.0,1.203,0.424,0.012,1.664,2804.0,1327.0,1.187,0.417,0.004,3.0
76624.210938,12195.121931298776,0.995117,0.9864928000000002,0.201,0.20380000000000006,-0.11812160269460698,11.676879864766182,0.9660768975743658,0.1996583893176762,12195.12207,195177.953125,0.0,1000000.0,1.648,2816.0,1298.0,1.198,0.421,0.026,1.668,2816.0,1333.0,1.186,0.419,0.015,3.0
77252.28125,12295.082426062843,0.984436,0.9870606000000002,0.201,0.19860000000000003,-0.11312366519510038,11.378941811298152,0.9676586943733916,0.19474413797581547,12295.082031,196759.265625,0.0,1000000.0,1.647,2791.0,1292.0,1.206,0.424,0.023,1.664,2816.0,1333.0,1.177,0.417,0.002,3.0
77890.726563,12396.694153520646,0.984558,0.9870422000000002,0.202,0.197,-0.1132855821624891,11.287268564077218,0.9679510021479296,0.19319203405332,12396.694336,198366.390625,0.0,1000000.0,1.648,2816.0,1300.0,1.196,0.424,0.04,1.664,2816.0,1327.0,1.188,0.417,0.006,3.0
78539.820313,12500.0006323632,0.987183,0.9851746,0.184,0.19520000000000004,-0.1297358753927937,11.184136160953672,0.9664650473259117,0.19108716540490994,12500.0,200000.0,0.0,1000000.0,1.647,2793.0,1296.0,1.202,0.424,0.032,1.664,2796.0,1337.0,1.175,0.419,0.046,3.0
79199.820313,12605.042894803852,0.983917,0.9854858000000001,0.197,0.19280000000000003,-0.12699258296368143,11.046626290122273,0.9672263066207651,0.1888267295231097,12605.041992,201660.734375,0.0,1000000.0,1.647,2816.0,1297.0,1.205,0.425,0.027,1.667,2816.0,1337.0,1.168,0.418,0.006,3.0
79767.0,12695.312345611215,0.985779,0.9855774,0.192,0.18960000000000002,-0.1261852750179806,10.863279795680409,0.9679155574300603,0.18574790732499732,12695.311523,203106.34375,0.0,1000000.0,1.647,2791.0,1298.0,1.201,0.424,0.008,1.664,2816.0,1329.0,1.185,0.418,0.003,3.0
80395.085938,12795.275327330426,0.985992,0.9851928000000001,0.189,0.19020000000000004,-0.12957541476862988,10.89765726338826,0.9674262701733107,0.18625591252466758,12795.275391,204819.28125,0.0,1000000.0,1.647,2800.0,1293.0,1.203,0.424,0.013,1.664,2800.0,1335.0,1.178,0.418,0.002,3.0
81033.148438,12896.826128206998,0.985016,0.9857056000000001,0.186,0.1886,-0.1250555224120179,10.805984016167326,0.9682267480646394,0.18480393449148655,12896.825195,206310.671875,0.0,1000000.0,1.647,2790.0,1297.0,1.202,0.424,0.007,1.664,2803.0,1331.0,1.181,0.417,0.001,3.0
81681.414063,13000.000806862305,0.98526,0.9857666,0.187,0.1868,-0.12451801620920065,10.702851613043778,0.9686177652570225,0.18307215655050307,13000.0,208078.34375,0.0,1000000.0,1.647,2816.0,1300.0,1.195,0.424,0.007,1.663,2803.0,1328.0,1.189,0.417,0.004,3.0
82340.132813,13104.83915203212,0.986481,0.9858644000000001,0.189,0.1856,-0.12365631337809302,10.634096677628078,0.968932874741477,0.18192773134565618,13104.838867,209617.75,0.0,1000000.0,1.648,2786.0,1302.0,1.191,0.424,0.005,1.667,2809.0,1327.0,1.187,0.418,0.001,3.0
82925.289063,13197.969661700738,0.986084,0.9861574000000001,0.183,0.18380000000000002,-0.12107524081319528,10.530964274504532,0.9695468395998924,0.18023690908529455,13197.969727,211180.125,0.0,1000000.0,1.647,2800.0,1296.0,1.192,0.424,0.006,1.664,2803.0,1327.0,1.186,0.418,0.002,3.0
83604.3125,13306.039598174535,0.986481,0.9865846,0.183,0.18219999999999997,-0.11731335800096389,10.439291027283598,0.9702541062611169,0.17876281000421035,13306.039063,212765.953125,0.0,1000000.0,1.648,2800.0,1296.0,1.202,0.424,0.004,1.667,2807.0,1333.0,1.186,0.418,0.003,3.0
84207.640625,13402.062251574649,0.986481,0.9864624,0.177,0.1792,-0.11838927328846524,10.267403688744352,0.9706657845837778,0.1758294663932041,13402.061523,214375.78125,0.0,1000000.0,1.647,2794.0,1298.0,1.204,0.424,0.008,1.664,2804.0,1328.0,1.176,0.418,0.001,3.0
84819.742188,13499.481241000374,0.987396,0.9865966000000002,0.179,0.1764,-0.11720771065782162,10.106975506107721,0.9712864188995759,0.17313446679618152,13499.480469,216010.171875,0.0,1000000.0,1.648,2800.0,1289.0,1.208,0.424,0.012,1.667,2816.0,1333.0,1.187,0.418,0.0,3.0
85440.804688,13598.326407844384,0.98587,0.9867004000000001,0.174,0.1734,-0.11629391476671896,9.935088167568475,0.9719036941350235,0.17023774166398917,13598.326172,217669.65625,0.0,1000000.0,1.647,2791.0,1298.0,1.201,0.424,0.01,1.664,2803.0,1328.0,1.181,0.418,0.004,3.0
86071.03125,13698.630080454495,0.986755,0.9868224000000001,0.169,0.17140000000000002,-0.11522001935776457,9.820496608542312,0.972362437912018,0.16831440366040257,13698.629883,219072.171875,0.0,1000000.0,1.647,2816.0,1299.0,1.202,0.424,0.012,1.664,2805.0,1328.0,1.187,0.418,0.003,3.0
86750.09375,13806.706233997837,0.987,0.9867004,0.168,0.169,-0.11629391476671994,9.682986737710912,0.9726433297688443,0.16595973130954172,13806.706055,220779.21875,0.0,1000000.0,1.647,2816.0,1298.0,1.202,0.424,0.003,1.664,2816.0,1331.0,1.188,0.418,0.002,3.0
87353.125,13902.68163827422,0.987091,0.9871216,0.167,0.16660000000000005,-0.11258689683796552,9.545476866879518,0.9734541997167456,0.16369475935530262,13902.681641,222513.09375,0.0,1000000.0,1.647,2792.0,1297.0,1.2,0.424,0.012,1.664,2805.0,1329.0,1.185,0.418,0.002,3.0
87964.59375,13999.999912382942,0.986786,0.9870912000000001,0.167,0.16480000000000003,-0.11285439692206783,9.442344463755969,0.9737172850130392,0.16193729028323256,14000.0,223978.921875,0.0,1000000.0,1.648,2800.0,1302.0,1.195,0.424,0.012,1.667,2809.0,1331.0,1.188,0.418,0.0,3.0
88584.6875,14098.690897875833,0.987976,0.9872804000000001,0.162,0.16360000000000002,-0.1111896947712141,9.37358952834027,0.9740975823154571,0.16079952845497222,14098.69043,225464.1875,0.0,1000000.0,1.647,2791.0,1293.0,1.202,0.424,0.015,1.664,2816.0,1330.0,1.189,0.419,0.001,3.0
89213.585938,14198.783192986306,0.986603,0.9875124000000001,0.16,0.16200000000000003,-0.10914884632847933,9.281916281119338,0.9745825769546445,0.15927818698806384,14198.783203,227272.734375,0.0,1000000.0,1.647,2816.0,1296.0,1.205,0.424,0.018,1.664,2816.0,1328.0,1.189,0.418,0.003,3.0
89851.476563,14300.306639107033,0.987946,0.9876772,0.162,0.16000000000000006,-0.10769943143112021,9.167324722093175,0.9750618790080458,0.15735496021778,14300.306641,228802.15625,0.0,1000000.0,1.648,2791.0,1298.0,1.199,0.424,0.014,1.667,2809.0,1333.0,1.188,0.419,0.002,3.0
90498.554688,14403.29232126742,0.988251,0.9876528,0.159,0.15880000000000002,-0.10791401401446565,9.098569786677475,0.9752259098773135,0.15618091449279575,14403.291992,230352.296875,0.0,1000000.0,1.647,2789.0,1298.0,1.202,0.424,0.006,1.664,2816.0,1328.0,1.186,0.419,0.002,3.0
91060.664063,14492.754806856965,0.98761,0.9878846000000001,0.157,0.15800000000000003,-0.10587569347713309,9.052733163067009,0.9755794552097853,0.1554371560783931,14492.753906,231923.609375,0.0,1000000.0,1.647,2791.0,1296.0,1.198,0.424,0.012,1.664,2816.0,1331.0,1.185,0.419,0.002,3.0
91725.335938,14598.540621297374,0.987854,0.9877624,0.156,0.1552,-0.10695019283367378,8.892304980430376,0.97589012317555,0.1526860384651128,14598.540039,233516.484375,0.0,1000000.0,1.647,2792.0,1296.0,1.202,0.424,0.013,1.664,2804.0,1330.0,1.186,0.419,0.004,3.0
92399.789063,14705.8831700249,0.987762,0.9876402000000001,0.156,0.1526,-0.10802482512900957,8.743335953696363,0.976163027983637,0.15012963549498567,14705.882813,235131.390625,0.0,1000000.0,1.648,2790.0,1291.0,1.202,0.424,0.006,1.667,2807.0,1331.0,1.189,0.419,0.002,3.0
92946.53125,14792.899891682822,0.987335,0.9878232000000001,0.148,0.1504,-0.10641556442763377,8.617285238767582,0.9766718847556368,0.14800913480630978,14792.899414,236768.796875,0.0,1000000.0,1.647,2782.0,1303.0,1.189,0.424,0.003,1.664,2805.0,1320.0,1.193,0.418,0.002,3.0
93592.632813,14895.730149173673,0.98764,0.9881466000000001,0.146,0.1492,-0.1035723866280222,8.548530303351882,0.9771685995980132,0.1468850947210711,14895.728516,238429.171875,0.0,1000000.0,1.647,2800.0,1298.0,1.197,0.424,0.003,1.664,2805.0,1323.0,1.189,0.418,0.0,3.0
94247.78125,15000.00026138115,0.988525,0.9881344000000001,0.146,0.1472,-0.10367962629038387,8.433938744325717,0.9774483471903971,0.1449286756929812,15000.0,240112.984375,0.0,1000000.0,1.647,2794.0,1293.0,1.205,0.424,0.006,1.664,2799.0,1334.0,1.18,0.419,0.001,3.0
94912.171875,15105.741313493814,0.989471,0.9881466000000001,0.15,0.14600000000000002,-0.1035723866280222,8.36518380891002,0.9776336279999719,0.14375740848795499,15105.740234,241820.765625,0.0,1000000.0,1.648,2792.0,1296.0,1.205,0.424,0.014,1.667,2803.0,1335.0,1.178,0.419,0.004,3.0
95489.140625,15197.568742065867,0.987701,0.9881406000000001,0.146,0.1448,-0.10362512728011783,8.296428873494321,0.9777994957439202,0.14258327914343796,15197.568359,243204.578125,0.0,1000000.0,1.648,2791.0,1299.0,1.201,0.424,0.008,1.667,2807.0,1331.0,1.188,0.419,0.003,3.0
96171.203125,15306.122360438483,0.987396,0.9882506000000002,0.142,0.1436,-0.1026582662040574,8.227673938078622,0.9780787594170802,0.14142555913803495,15306.12207,244956.765625,0.0,1000000.0,1.647,2793.0,1295.0,1.201,0.424,0.007,1.664,2805.0,1328.0,1.181,0.419,0.003,3.0
96763.640625,15400.411717036488,0.98761,0.9881896000000001,0.14,0.13920000000000002,-0.10319442132586779,7.9755725082210605,0.9786311521161639,0.1371121936807588,15400.411133,246376.8125,0.0,1000000.0,1.648,2816.0,1299.0,1.198,0.424,0.003,1.664,2806.0,1328.0,1.183,0.419,0.002,3.0
97363.414063,15495.868624429408,0.989075,0.9884704000000002,0.14,0.1366,-0.10072662430789198,7.826603481487045,0.9792625199155955,0.1346055302159551,15495.868164,247813.40625,0.0,1000000.0,1.647,2816.0,1298.0,1.202,0.424,0.015,1.664,2806.0,1322.0,1.19,0.419,0.003,3.0
97970.664063,15592.515463621961,0.989166,0.9886048000000001,0.128,0.13540000000000002,-0.09954570456426964,7.757848546071347,0.9795565113368432,0.13344846076532027,15592.515625,249632.890625,0.0,1000000.0,1.647,2792.0,1298.0,1.202,0.424,0.02,1.664,2805.0,1329.0,1.185,0.419,0.012,3.0
98656.492188,15701.668399827158,0.989105,0.9889892000000001,0.133,0.1332,-0.09616901954305394,7.631797831142566,0.98022872216823,0.13134416604127952,15701.667969,251107.828125,0.0,1000000.0,1.647,2792.0,1295.0,1.203,0.424,0.008,1.664,2816.0,1324.0,1.19,0.419,0.006,3.0
99240.828125,15794.668352626943,0.988068,0.989093,0.136,0.131,-0.09525743422545932,7.505747116213785,0.9806182175649615,0.1292009056807179,15794.668945,252600.296875,0.0,1000000.0,1.647,2800.0,1290.0,1.207,0.425,0.045,1.664,2816.0,1336.0,1.179,0.419,0.004,3.0
99931.375,15904.572301219852,0.989532,0.9891479999999999,0.129,0.131,-0.09477445573070975,7.505747116213785,0.9806727463119711,0.12920809009089212,15904.572266,254491.015625,0.0,1000000.0,1.647,2792.0,1298.0,1.2,0.424,0.02,1.664,2805.0,1330.0,1.188,0.419,0.003,3.0
100530.96875,16000.000610379358,0.989594,0.9891235999999999,0.129,0.12940000000000002,-0.09498871923950183,7.414073868992854,0.9808540279033676,0.12763570042390013,16000.0,256024.09375,0.0,1000000.0,1.647,2816.0,1296.0,1.204,0.424,0.003,1.664,2816.0,1331.0,1.176,0.419,0.0,3.0
101137.789063,16096.57906276188,0.989441,0.9895202,0.128,0.1272,-0.09150671416451991,7.288023154064072,0.9815258484134287,0.12552782601614237,16096.579102,257575.75,0.0,1000000.0,1.647,2791.0,1298.0,1.201,0.424,0.027,1.664,2804.0,1328.0,1.177,0.419,0.002,3.0
101751.992188,16194.33252616812,0.988983,0.9894470000000001,0.125,0.12639999999999998,-0.09214927875254879,7.242186530453605,0.9815533405538729,0.12473333739034245,16194.332031,259146.34375,0.0,1000000.0,1.647,2816.0,1297.0,1.193,0.424,0.005,1.664,2816.0,1326.0,1.192,0.419,0.0,3.0
102373.695313,16293.279651647548,0.990051,0.9894958000000001,0.125,0.125,-0.09172089707883481,7.16197243913529,0.9817754244932189,0.1233651250508026,16293.279297,260736.203125,0.0,1000000.0,1.647,2790.0,1297.0,1.202,0.424,0.017,1.664,2800.0,1333.0,1.18,0.419,0.001,3.0
103003.046875,16393.444063682455,0.989166,0.9896422,0.125,0.12360000000000002,-0.09043587880791988,7.081758347816976,0.9820924566215669,0.1220085680100207,16393.443359,262345.6875,0.0,1000000.0,1.647,2790.0,1295.0,1.203,0.424,0.026,1.664,2809.0,1327.0,1.179,0.419,0.003,3.0
103640.171875,16494.845656799876,0.989838,0.9899168,0.122,0.12240000000000001,-0.08802610439865843,7.013003412401277,0.9825107053327443,0.12086349667618167,16494.845703,263975.15625,0.0,1000000.0,1.647,2793.0,1297.0,1.198,0.424,0.008,1.664,2808.0,1324.0,1.191,0.419,0.001,3.0
104285.234375,16597.510542278094,0.990173,0.9897642000000001,0.121,0.121,-0.08936517545242265,6.932789321082961,0.9825274670584819,0.11946944411557243,16597.509766,265625.0,0.0,1000000.0,1.647,2790.0,1298.0,1.199,0.424,0.009,1.664,2804.0,1331.0,1.185,0.419,0.002,3.0
104925.492188,16699.41073807025,0.990356,0.9899656000000001,0.119,0.1192,-0.08759792602359533,6.829656917959413,0.982940891131004,0.11772465215895894,16699.410156,267295.59375,0.0,1000000.0,1.647,2792.0,1294.0,1.206,0.424,0.015,1.664,2803.0,1325.0,1.178,0.419,0.002,3.0
105547.585938,16798.420033449325,0.989288,0.9899838,0.118,0.1174,-0.08743824195145085,6.726524514835865,0.9831692777475222,0.11595730057161323,16798.419922,268987.3125,0.0,1000000.0,1.647,2816.0,1297.0,1.203,0.424,0.006,1.664,2816.0,1323.0,1.193,0.419,0.003,3.0
106177.085938,16898.608070125672,0.990173,0.989819,0.116,0.11560000000000001,-0.08888427952212098,6.623392111712317,0.9832127079572056,0.11416840049881807,16898.607422,270270.28125,0.0,1000000.0,1.647,2816.0,1296.0,1.206,0.424,0.007,1.664,2805.0,1327.0,1.191,0.42,0.002,3.0
106814.15625,17000.00095937757,0.989929,0.9897946,0.113,0.11380000000000001,-0.08909839777952214,6.520259708588769,0.9833923759879074,0.1123956628968302,17000.0,272000.0,0.0,1000000.0,1.647,2790.0,1297.0,1.201,0.424,0.005,1.664,2816.0,1330.0,1.187,0.42,0.002,3.0
107458.90625,17102.61610893607,0.989349,0.9900816,0.112,0.11240000000000001,-0.08658020967908867,6.440045617270454,0.9838339551035183,0.11105099479035853,17102.615234,273752.0,0.0,1000000.0,1.647,2794.0,1296.0,1.198,0.424,0.004,1.664,2808.0,1324.0,1.192,0.42,0.003,3.0
108111.492188,17206.478386761028,0.990234,0.989868,0.11,0.111,-0.08845430388218212,6.359831525952138,0.9837761768205912,0.10964985793087485,17206.478516,275080.90625,0.0,1000000.0,1.647,2791.0,1296.0,1.205,0.424,0.011,1.664,2805.0,1331.0,1.182,0.42,0.002,3.0
108661.398438,17293.998684685655,0.990723,0.9898864,0.111,0.1106,-0.08829284913875968,6.336913214146906,0.9838382456374588,0.1092583695922982,17293.998047,276872.96875,0.0,1000000.0,1.647,2800.0,1296.0,1.206,0.424,0.012,1.664,2807.0,1327.0,1.19,0.42,0.002,3.0
109328.71875,17400.20601096608,0.989105,0.990094,0.109,0.109,-0.08647142636561524,6.245239966925973,0.9842181676142684,0.10770667283883577,17400.205078,278232.40625,0.0,1000000.0,1.648,2789.0,1300.0,1.199,0.423,0.029,1.667,2816.0,1337.0,1.18,0.419,0.003,3.0
110004.28125,17507.7251222086,0.990021,0.9900270000000001,0.111,0.1076,-0.08705922338001165,6.165025875607658,0.984301379854235,0.10632146700478323,17507.724609,280065.90625,0.0,1000000.0,1.648,2792.0,1296.0,1.197,0.424,0.004,1.667,2809.0,1331.0,1.189,0.42,0.001,3.0
110554.585938,17595.308833510444,0.990387,0.9898560000000001,0.104,0.10560000000000001,-0.08855960207087632,6.050434316581494,0.9843420065999745,0.10433462885703863,17595.308594,281456.96875,0.0,1000000.0,1.647,2790.0,1297.0,1.198,0.424,0.016,1.664,2807.0,1321.0,1.193,0.42,0.002,3.0
111206.820313,17699.115158346147,0.989899,0.9901674,0.103,0.10440000000000002,-0.08582752723217159,5.981679381165796,0.9847762039088617,0.10318579474720477,17699.115234,283333.34375,0.0,1000000.0,1.647,2791.0,1296.0,1.195,0.424,0.019,1.664,2810.0,1327.0,1.193,0.42,0.002,3.0
111866.804688,17804.154933990812,0.989868,0.9905336,0.101,0.10240000000000003,-0.08261576248655768,5.867087822139632,0.9853448875434528,0.1012534706612085,17804.154297,284757.125,0.0,1000000.0,1.647,2792.0,1296.0,1.201,0.424,0.018,1.664,2816.0,1323.0,1.196,0.42,0.002,3.0
112422.804688,17892.645082349907,0.990662,0.9906496,0.103,0.10220000000000003,-0.08159862969523685,5.855628666237015,0.9854805132569399,0.10106823423310815,17892.644531,286195.28125,0.0,1000000.0,1.647,2792.0,1298.0,1.199,0.424,0.021,1.664,2816.0,1324.0,1.195,0.42,0.004,3.0
113097.335938,18000.00006505736,0.991852,0.9908632000000002,0.101,0.10100000000000002,-0.0797260139504602,5.786873730821315,0.9858135970220504,0.09990712207188612,18000.0,288135.59375,0.0,1000000.0,1.647,2791.0,1297.0,1.202,0.424,0.018,1.665,2810.0,1325.0,1.195,0.42,0.001,3.0
113780.023438,18108.65315526941,0.990967,0.9911318000000001,0.103,0.10020000000000001,-0.07737179007899088,5.7410371072108495,0.9861604600012457,0.0991453080149123,18108.652344,289608.1875,0.0,1000000.0,1.648,2793.0,1297.0,1.205,0.424,0.01,1.667,2816.0,1331.0,1.193,0.42,0.001,3.0
114355.25,18200.203306009465,0.990967,0.9910952000000002,0.097,0.09860000000000002,-0.07769254401967357,5.6493638599899185,0.9862814079090438,0.09756372213069024,18200.203125,291095.875,0.0,1000000.0,1.647,2790.0,1296.0,1.2,0.424,0.005,1.664,2807.0,1325.0,1.181,0.42,0.001,3.0
114936.320313,18292.68351860737,0.991211,0.9905702000000001,0.097,0.09700000000000002,-0.08229482669229003,5.557690612768987,0.9859137152844458,0.09593470249112573,18292.683594,292598.96875,0.0,1000000.0,1.647,2790.0,1296.0,1.202,0.424,0.009,1.664,2799.0,1334.0,1.179,0.42,0.001,3.0
115641.453125,18404.908891173458,0.990479,0.9906372,0.095,0.09480000000000001,-0.08170735199784707,5.4316398978402045,0.9861890847090122,0.09377180399587486,18404.908203,294627.375,0.0,1000000.0,1.647,2792.0,1297.0,1.2,0.424,0.02,1.664,2808.0,1326.0,1.193,0.42,0.002,3.0
116235.703125,18499.486716105817,0.989227,0.990692,0.093,0.09380000000000001,-0.08122687984583161,5.374344118327122,0.9863369225023291,0.09279070089526568,18499.486328,296167.25,0.0,1000000.0,1.647,2788.0,1301.0,1.194,0.424,0.003,1.663,2816.0,1328.0,1.19,0.419,0.002,3.0
116810.6875,18590.99832158767,0.991302,0.9907958,0.092,0.09240000000000001,-0.08031686127770746,5.294130027008808,0.98656922003655,0.09141931619801989,18590.998047,297202.8125,0.0,1000000.0,1.647,2792.0,1296.0,1.204,0.424,0.008,1.664,2807.0,1327.0,1.189,0.42,0.003,3.0
117500.515625,18700.787877565235,0.991241,0.9908750000000001,0.092,0.09100000000000001,-0.07962257597088301,5.213915935690492,0.9867751124983752,0.09004522740722504,18700.787109,299295.78125,0.0,1000000.0,1.647,2791.0,1299.0,1.202,0.424,0.02,1.664,2807.0,1327.0,1.18,0.42,0.003,3.0
118081.625,18793.274307073527,0.99173,0.9913878,0.09,0.09060000000000001,-0.07512859635752368,5.190997623885259,0.9873217484620975,0.08969690631558429,18793.273438,300884.96875,0.0,1000000.0,1.647,2790.0,1294.0,1.204,0.424,0.012,1.664,2803.0,1325.0,1.185,0.42,0.001,3.0
118786.59375,18905.47356836134,0.990875,0.9913086,0.088,0.08900000000000002,-0.07582252252766364,5.099324376664328,0.9873851131440061,0.08811003788194692,18905.472656,302491.09375,0.0,1000000.0,1.647,2791.0,1296.0,1.202,0.424,0.012,1.664,2807.0,1326.0,1.187,0.42,0.002,3.0
119380.523438,19000.00041405557,0.991791,0.9914674000000001,0.091,0.0874,-0.07443122136457213,5.007651129443396,0.9876830191602369,0.08654397105101667,19000.0,304114.5,0.0,1000000.0,1.648,2792.0,1298.0,1.204,0.424,0.01,1.667,2811.0,1329.0,1.191,0.42,0.001,3.0
119980.421875,19095.47721565722,0.990906,0.9914368,0.084,0.0862,-0.0746993011063436,4.938896194027696,0.9877556743842398,0.08535605494618204,19095.476563,305755.40625,0.0,1000000.0,1.648,2789.0,1298.0,1.193,0.424,0.02,1.662,2805.0,1326.0,1.189,0.42,0.002,3.0
120586.390625,19191.920137578938,0.992035,0.9915528,0.084,0.08600000000000001,-0.07368309486989649,4.92743703812508,0.987888297136324,0.08516846581296511,19191.919922,306859.21875,0.0,1000000.0,1.648,2790.0,1296.0,1.203,0.424,0.005,1.665,2816.0,1323.0,1.199,0.42,0.001,3.0
121321.671875,19308.943783079223,0.991577,0.9914978000000001,0.084,0.0842,-0.07416490197074944,4.824304635001531,0.9879851947633356,0.0833855043355507,19308.943359,309090.90625,0.0,1000000.0,1.647,2788.0,1298.0,1.201,0.424,0.005,1.664,2809.0,1326.0,1.185,0.42,0.003,3.0
121941.289063,19407.558921374126,0.991455,0.991626,0.087,0.0828,-0.07304189487139404,4.744090543683217,0.988228726997608,0.08201284663201881,19407.558594,310786.09375,0.0,1000000.0,1.648,2790.0,1291.0,1.2,0.424,0.005,1.667,2816.0,1327.0,1.183,0.42,0.0,3.0
122567.273438,19507.187428953664,0.991516,0.9914794,0.082,0.0824,-0.07432609431259353,4.721172231877984,0.9881153504849615,0.0816054824159623,19507.1875,311926.59375,0.0,1000000.0,1.647,2800.0,1295.0,1.206,0.424,0.01,1.664,2808.0,1327.0,1.193,0.42,0.001,3.0
123199.71875,19607.844226593763,0.991547,0.9913756,0.077,0.0812,-0.07523548541305687,4.652417296462284,0.9881091076089458,0.08041126622316502,19607.84375,313653.125,0.0,1000000.0,1.647,2800.0,1295.0,1.206,0.424,0.012,1.665,2811.0,1325.0,1.194,0.42,0.006,3.0
123806.609375,19704.433869478642,0.991302,0.991638,0.082,0.07900000000000001,-0.07293678463326321,4.526366581533504,0.9885452026354233,0.07825794138929203,19704.433594,315398.875,0.0,1000000.0,1.647,2790.0,1297.0,1.201,0.424,0.007,1.667,2811.0,1329.0,1.193,0.42,0.001,3.0
124419.515625,19801.98092881806,0.991058,0.9955504,0.078,0.0782,-0.03873497616037319,4.4805299579230375,0.9925079361098756,0.07777271821837674,19801.980469,316573.5625,0.0,1000000.0,1.647,2792.0,1290.0,1.2,0.424,0.017,1.664,2810.0,1317.0,1.188,0.42,0.003,3.0
125038.523438,19900.499082069513,0.992767,0.9994566,0.076,0.0784,-0.004721195294291609,4.491989113825654,0.9963865630176237,0.07827715069857297,19900.498047,318352.0625,0.0,1000000.0,1.647,2792.0,1297.0,1.203,0.424,0.008,1.664,2806.0,1328.0,1.19,0.42,0.004,3.0
125663.710938,20000.000763053777,1.011078,1.0034117999999999,0.078,0.0776,0.02958407943468388,4.446152490215188,1.0003921632299548,0.07778663206060049,20000.0,320150.65625,0.0,1000000.0,1.648,2791.0,1298.0,1.197,0.418,0.352,1.669,2813.0,1327.0,1.196,0.422,0.006,3.0
