omega_rad_s,freq_hz,Magnitude_raw,Magnitude_smooth,Phase_raw_rad,Phase_smooth_rad,Magnitude_dB,Phase_deg,Real_part,Imag_part,clip_flags,input_dc_v,input_pp_v,input_rms_v,output_dc_v,output_pp_v,output_rms_v,valid_capture_count
7542.839844,1200.4802461231006,0.278351,0.2829712,-1.023,-1.0126,-10.965155269553435,-58.01770633494716,0.14987772310762426,-0.2400195161763191,0.0,1.648,1.207,0.424,1.644,0.337,0.118,3.0
8170.592773,1300.3902278138664,0.239258,0.2437316,-1.015,-0.9984000000000001,-12.261763210647336,-57.2041062658614,0.1320167257025319,-0.2048821050588422,0.0,1.647,1.208,0.424,1.644,0.297,0.102,3.0
8799.978516,1400.5600799238814,0.205566,0.208844,-0.995,-0.9678000000000001,-13.603559946337016,-55.45085541276108,0.11843812862647339,-0.1720122845132258,0.0,1.647,1.206,0.424,1.64,0.25,0.087,3.0
9420.068359,1499.250443598409,0.17337,0.17786259999999998,-0.935,-0.9140000000000001,-14.99830726892393,-52.36834247495725,0.10859985019131733,-0.14085871296154678,0.0,1.648,1.194,0.424,1.644,0.216,0.074,3.0
10053.09668,1600.000030002722,0.147675,0.1510254,-0.871,-0.8246000000000001,-16.419000106830012,-47.24609978648769,0.10252370310564965,-0.1108943720243034,0.0,1.648,1.193,0.424,1.64,0.192,0.063,3.0
10685.689453,1700.6802967898814,0.123444,0.128528,-0.754,-0.6946000000000001,-17.820045007613412,-39.79764844978699,0.09874932126964947,-0.08226796662604198,0.0,1.647,1.206,0.424,1.639,0.154,0.052,3.0
11300.693359,1798.5612084506047,0.105072,0.111548,-0.568,-0.5206000000000001,-19.050764239875473,-29.82818281451066,0.09677022084067974,-0.05548405773234392,0.0,1.647,1.202,0.424,1.639,0.132,0.045,3.0
11945.21875,1901.1406103764912,0.093079,0.1005432,-0.345,-0.3062,-19.952945930950175,-17.54396768690581,0.09586652495594881,-0.030307498397433633,0.0,1.647,1.199,0.424,1.639,0.118,0.04,3.0
12566.371094,2000.0000763372086,0.08847,0.09625840000000001,-0.065,-0.06699999999999998,-20.33122722818797,-3.838817227376514,0.0960424288305518,-0.006444488722031742,0.0,1.647,1.207,0.424,1.639,0.114,0.038,3.0
13199.969727,2100.8404307154265,0.092651,0.0981688,0.201,0.16620000000000001,-20.160530354410767,9.522558555074284,0.0968160871803356,0.01624064520053484,0.0,1.647,1.21,0.424,1.639,0.118,0.04,3.0
13824.390625,2200.2201032020066,0.10202,0.1057738,0.442,0.3794,-19.512437860483484,21.738018747263435,0.09825190994854961,0.039174723456612895,0.0,1.647,1.197,0.424,1.639,0.131,0.043,3.0
14444.103516,2298.8504731024254,0.114624,0.11727900000000002,0.598,0.552,-18.615594915507348,31.627270291221446,0.09986042306692672,0.06150007923486291,0.0,1.647,1.199,0.424,1.639,0.145,0.049,3.0
15085.679688,2400.9604922462013,0.131104,0.13147580000000003,0.721,0.6852,-17.623083558488844,39.259068122364006,0.10180072547734847,0.0832015521365169,0.0,1.647,1.204,0.424,1.639,0.165,0.056,3.0
15707.963867,2500.0000953419335,0.145996,0.1470032,0.798,0.7764,-16.653464226503708,44.484443213957114,0.10487807057582028,0.10300743236550097,0.0,1.647,1.203,0.424,1.64,0.183,0.062,3.0
16341.18457,2600.780300292508,0.163635,0.1634826,0.867,0.8440000000000001,-15.730569279170483,48.357637909041486,0.10863074174980135,0.12217169250545712,0.0,1.648,1.208,0.424,1.64,0.203,0.069,3.0
16958.666016,2699.0555246909394,0.179657,0.17976060000000002,0.898,0.8892000000000001,-14.906109820205977,50.947407143032805,0.11325519683313372,0.13959632410148967,0.0,1.647,1.207,0.424,1.64,0.225,0.076,3.0
17599.957031,2801.1201596886085,0.197021,0.19635000000000002,0.936,0.922,-14.13938188787126,52.826708711061904,0.1186401173035479,0.15645397107839865,0.0,1.647,1.209,0.424,1.64,0.246,0.084,3.0
18212.132813,2898.550961435055,0.212494,0.21248780000000003,0.947,0.9436,-13.453319998840929,54.06429754854448,0.12470420267006928,0.1720462931459504,0.0,1.647,1.201,0.424,1.64,0.264,0.09,3.0
18849.556641,3000.0001145058127,0.228943,0.22837520000000003,0.962,0.9598,-12.827021186101014,54.99248917665641,0.13101515551114007,0.18705683895926337,0.0,1.647,1.207,0.424,1.64,0.307,0.097,3.0
19472.681641,3099.17353841995,0.244324,0.24406140000000004,0.975,0.9708,-12.25001803661194,55.62274275130032,0.13780669265219733,0.20143307183832262,0.0,1.647,1.207,0.424,1.64,0.301,0.104,3.0
20095.476563,3198.2944287887817,0.259094,0.25932020000000006,0.979,0.9796000000000001,-11.723273042411297,56.12694561101545,0.14453333257153808,0.21530694810852063,0.0,1.647,1.194,0.424,1.64,0.32,0.11,3.0
20736.585938,3300.330154882587,0.275452,0.27402360000000003,0.991,0.9844000000000002,-11.244240648088377,56.401965352678246,0.15163451538139444,0.2282452783783482,0.0,1.647,1.202,0.424,1.644,0.337,0.117,3.0
21371.378906,3401.3605935797627,0.288788,0.2884828,0.991,0.9866000000000001,-10.79760150720274,56.52801606760703,0.1591066798225396,0.24063954440550261,0.0,1.647,1.205,0.424,1.64,0.349,0.122,3.0
21994.814453,3500.583442584012,0.30246,0.3027162,0.986,0.9876,-10.37928673895592,56.5853118471201,0.16670421928829682,0.2526792453169026,0.0,1.648,1.201,0.424,1.644,0.377,0.128,3.0
22628.519531,3601.4407382101476,0.31662,0.3164368,0.986,0.9856,-9.99426031969563,56.470720288093936,0.17478799652097363,0.2637828740961477,0.0,1.647,1.206,0.424,1.64,0.387,0.134,3.0
23242.363281,3699.137005308713,0.330261,0.3299866,0.984,0.9822000000000001,-9.630073909364379,56.27591463774946,0.18320661538919966,0.2744567220113107,0.0,1.647,1.206,0.424,1.64,0.404,0.14,3.0
23890.4375,3802.2812207529823,0.344055,0.34328000000000003,0.981,0.98,-9.287029969507689,56.14986392282068,0.1912146998539071,0.28509313734248365,0.0,1.647,1.208,0.424,1.64,0.419,0.146,3.0
24511.777344,3901.1705282655294,0.356537,0.35609740000000006,0.974,0.9762,-8.96862394520491,55.93213996067096,0.19947665005051357,0.29498207466113086,0.0,1.647,1.203,0.424,1.64,0.435,0.151,3.0
25132.742188,4000.000152674417,0.368927,0.3688232000000001,0.975,0.9708000000000001,-8.663635368686984,55.62274275130032,0.20825212575769825,0.30440368751978003,0.0,1.647,1.198,0.424,1.64,0.455,0.156,3.0
25750.761719,4098.361015960401,0.380707,0.38074340000000007,0.967,0.9652000000000001,-8.387352324167942,55.301886386027064,0.2167391152291154,0.3130330534835903,0.0,1.647,1.204,0.424,1.64,0.466,0.161,3.0
26399.939453,4201.680861271698,0.39389,0.3927918,0.957,0.9606000000000001,-8.116751744174449,55.03832580026689,0.2250808440892549,0.3219068370993517,0.0,1.648,1.205,0.425,1.64,0.482,0.167,3.0
27024.453125,4301.075299198968,0.403656,0.404297,0.953,0.9540000000000001,-7.865989624886226,54.66017365548054,0.23385540435615737,0.3297995058553274,0.0,1.648,1.194,0.424,1.641,0.497,0.171,3.0
27648.78125,4400.440206404013,0.416779,0.41586320000000004,0.951,0.9472,-7.620990178613494,54.27056235479158,0.24284679629232836,0.33759092796577395,0.0,1.648,1.201,0.424,1.645,0.513,0.177,3.0
28270.800781,4499.437689462366,0.426453,0.4268618,0.942,0.9416,-7.394254172204549,53.949705989518314,0.2512061108414529,0.3451180757004068,0.0,1.647,1.199,0.424,1.64,0.523,0.181,3.0
28888.207031,4597.700946045697,0.438538,0.4378726,0.933,0.9354000000000001,-7.173044601117934,53.594472156537215,0.2598758727306165,0.35241586883008036,0.0,1.648,1.209,0.424,1.645,0.533,0.186,3.0
29533.1875,4700.352775884775,0.448883,0.44808359999999997,0.929,0.9274000000000001,-6.972819022200783,53.136105920432556,0.2688125976481376,0.3584950486891283,0.0,1.647,1.21,0.424,1.64,0.54,0.19,3.0
30171.359375,4801.920984333248,0.45871,0.4582092,0.922,0.9198000000000002,-6.778723904454819,52.70065799613313,0.2776652741635094,0.3644964560710339,0.0,1.648,1.204,0.424,1.641,0.555,0.194,3.0
30799.929688,4901.961056728018,0.467834,0.46828600000000004,0.911,0.9126000000000001,-6.589776516091572,52.288128383638934,0.286446316462371,0.37045955998076124,0.0,1.647,1.189,0.424,1.64,0.574,0.198,3.0
31415.927734,5000.000190683867,0.477081,0.4778564,0.904,0.9050000000000001,-6.41405186094708,51.85268045933951,0.2951650075588875,0.375798293415127,0.0,1.647,1.209,0.424,1.64,0.575,0.202,3.0
32057.070313,5102.041201358403,0.488922,0.48743280000000005,0.897,0.8972,-6.2417049983185455,51.40577337913746,0.3040609920538562,0.3809693526086644,0.0,1.648,1.206,0.424,1.645,0.593,0.207,3.0
32656.890625,5197.505568980126,0.496735,0.49689940000000005,0.891,0.89,-6.074630553189422,50.99324376664327,0.3127544583572541,0.38612648510303027,0.0,1.647,1.198,0.424,1.641,0.612,0.211,3.0
33314.875,5302.227034738607,0.506592,0.5062134,0.883,0.8834000000000001,-5.913327255896971,50.61509162185693,0.3212060469425827,0.3912527082936032,0.0,1.647,1.206,0.424,1.641,0.62,0.215,3.0
33926.488281,5399.568311670409,0.515167,0.5148866000000001,0.875,0.8760000000000001,-5.765768212077722,50.19110285346012,0.32964533009171193,0.3955277072573884,0.0,1.647,1.206,0.424,1.641,0.619,0.218,3.0
34560.976563,5500.550258084593,0.523651,0.5238708000000001,0.871,0.8692000000000001,-5.615516159778958,49.80149155277116,0.3381260187212011,0.4001392389611272,0.0,1.648,1.206,0.424,1.641,0.641,0.222,3.0
35180.210938,5599.104469798263,0.532288,0.5322692,0.86,0.8614000000000002,-5.477373274968617,49.35458447256912,0.3467073023307669,0.4038620405276562,0.0,1.647,1.204,0.424,1.641,0.643,0.226,3.0
35822.039063,5701.254588507416,0.541656,0.5406616,0.857,0.8548000000000001,-5.341489494018198,48.976432327782774,0.35487373583237425,0.407896552242029,0.0,1.647,1.206,0.424,1.641,0.654,0.23,3.0
36445.390625,5800.4640708837715,0.548584,0.5490174,0.844,0.8473999999999999,-5.208277824869336,48.55244355938596,0.3634134165115162,0.41152253182807286,0.0,1.647,1.195,0.424,1.641,0.67,0.233,3.0
37068.941406,5899.705259948732,0.557129,0.5572082,0.842,0.841,-5.079650020534071,48.18575057050223,0.3715006526127166,0.41529296075850564,0.0,1.647,1.207,0.424,1.641,0.677,0.236,3.0
37699.113281,6000.00022885247,0.56543,0.5648560000000001,0.834,0.8333999999999999,-4.961245074628726,47.750302646202805,0.3797882168106581,0.4181186567324886,0.0,1.648,1.191,0.424,1.645,0.686,0.24,3.0
38312.105469,6097.560965649388,0.573242,0.5723572,0.828,0.8264000000000001,-4.846656991564301,47.349232189611236,0.3877879912711895,0.4209670274709123,0.0,1.648,1.202,0.424,1.645,0.693,0.243,3.0
38945.363281,6198.347076680745,0.579895,0.5796204,0.819,0.8196000000000001,-4.737126754855076,46.95962088892228,0.395598812232977,0.423628832654268,0.0,1.647,1.206,0.424,1.64,0.701,0.246,3.0
39599.910156,6302.521447322348,0.58609,0.5868102000000001,0.809,0.8124000000000002,-4.63004691616557,46.54709127642809,0.4035835032143708,0.4259889279749604,0.0,1.647,1.205,0.424,1.64,0.715,0.249,3.0
40190.953125,6396.588857418408,0.593445,0.5934936,0.808,0.8048000000000001,-4.531679198877625,46.11164335212866,0.4114426355205091,0.4277260933318161,0.0,1.647,1.202,0.424,1.641,0.725,0.252,3.0
40844.109375,6500.541903217274,0.601379,0.6007324,0.798,0.7986000000000002,-4.4263788822198915,45.75640951914755,0.4191371979061985,0.4303526760008589,0.0,1.648,1.199,0.424,1.641,0.733,0.255,3.0
