omega_rad_s,freq_hz,Magnitude_raw,Magnitude_smooth,Phase_raw_rad,Phase_smooth_rad,Magnitude_dB,Phase_deg,Real_part,Imag_part,actual_freq_hz,adc_sample_rate_hz,clip_flags,dac_sample_rate_hz,input_dc_v,input_max_code,input_min_code,input_pp_v,input_rms_v,magnitude_repeat_span_db,output_dc_v,output_max_code,output_min_code,output_pp_v,output_rms_v,phase_repeat_span_rad,valid_capture_count
30799.929688,4901.961056728018,0.036926,0.037176600000000004,-3.94,-3.933,-28.594606626278622,-225.34430082495277,-0.026129383926005657,0.026445318739001758,4901.96,78413.3,0.0,1000000.0,1.647,2784.0,1302.0,1.19,0.424,0.051,1.642,2080.0,1994.0,0.059,0.016,0.032,3.0
31415.927734,5000.000190683867,0.035126,0.0353578,-3.99,-3.9739999999999998,-29.030295301677064,-227.69342778498913,-0.023799241474456164,0.026148998567450454,5000.0,80000.0,0.0,1000000.0,1.647,2782.0,1305.0,1.189,0.424,0.221,1.642,2072.0,2007.0,0.048,0.015,0.025,3.0
32057.070313,5102.041201358403,0.0336,0.033655,-3.996,-4.0146,-29.459008102144708,-230.01963643322028,-0.021624179981363786,0.025788638295450684,5102.04,81613.1,0.0,1000000.0,1.648,2786.0,1302.0,1.193,0.424,0.11,1.644,2080.0,2007.0,0.057,0.015,0.021,3.0
32656.890625,5197.505568980126,0.032166,0.0320072,-4.058,-4.0488,-29.895046328261927,-231.97915209256772,-0.01971477606844762,0.025214845952552738,5197.51,83170.3,0.0,1000000.0,1.647,2792.0,1297.0,1.202,0.424,0.044,1.642,2080.0,2003.0,0.056,0.014,0.027,3.0
33314.875,5302.227034738607,0.030457,0.030517800000000005,-4.089,-4.083600000000001,-30.308935549531896,-233.973045219623,-0.017949525915808277,0.024680977213994735,5302.23,84830.3,0.0,1000000.0,1.647,2786.0,1302.0,1.194,0.424,0.068,1.642,2080.0,2010.0,0.043,0.013,0.007,3.0
33926.488281,5399.568311670409,0.028687,0.029083400000000002,-4.111,-4.1262,-30.727096471442977,-236.41384542688027,-0.01608865358145847,0.024228070114968376,5399.57,86382.1,0.0,1000000.0,1.647,2792.0,1297.0,1.205,0.424,0.311,1.642,2080.0,2007.0,0.055,0.013,0.007,3.0
34560.976563,5500.550258084593,0.027679,0.027642800000000002,-4.164,-4.167400000000001,-31.168359368532506,-238.77443154281931,-0.01433026710841984,0.02363827058905411,5500.55,87991.7,0.0,1000000.0,1.647,2792.0,1295.0,1.203,0.424,0.17,1.642,2080.0,2005.0,0.047,0.012,0.025,3.0
35180.210938,5599.104469798263,0.026428,0.026416000000000002,-4.209,-4.2088,-31.56265888162563,-241.14647681466087,-0.01274762382116951,0.023136619089961088,5599.1,89568.0,0.0,1000000.0,1.647,2783.0,1304.0,1.186,0.424,0.153,1.642,2080.0,2005.0,0.043,0.012,0.011,3.0
35822.039063,5701.254588507416,0.024963,0.0251768,-4.264,-4.2562,-31.979989400891373,-243.86229676358096,-0.011091136148843508,0.02260216709007826,5701.25,91201.7,0.0,1000000.0,1.647,2786.0,1305.0,1.185,0.424,0.072,1.642,2065.0,2004.0,0.04,0.011,0.011,3.0
36445.390625,5800.4640708837715,0.024323,0.0240416,-4.296,-4.2892,-32.38073265680673,-245.7530574875127,-0.009873168619413128,0.021920745242181797,5800.46,92794.8,0.0,1000000.0,1.647,2781.0,1305.0,1.188,0.424,0.074,1.642,2062.0,2016.0,0.035,0.011,0.023,3.0
37068.941406,5899.705259948732,0.022491,0.023003999999999997,-4.348,-4.315200000000001,-32.76393282148626,-247.2427477548529,-0.008898584103452815,0.021213184979011913,5899.71,94392.0,0.0,1000000.0,1.647,2792.0,1300.0,1.199,0.424,0.385,1.641,2080.0,2013.0,0.05,0.01,0.037,3.0
37699.113281,6000.00022885247,0.022003,0.0215576,-4.329,-4.336,-33.327991812910284,-248.43449996872496,-0.007923811314823708,0.020048524434657822,6000.0,95991.0,0.0,1000000.0,1.648,2816.0,1301.0,1.196,0.424,0.451,1.643,2080.0,2019.0,0.049,0.01,0.02,3.0
38312.105469,6097.560965649388,0.02124,0.0200256,-4.339,-4.3634,-33.96828925739839,-250.00440432738344,-0.006847712029051336,0.018818434986129576,6097.56,97533.0,0.0,1000000.0,1.648,2790.0,1298.0,1.199,0.424,0.469,1.643,2080.0,2001.0,0.047,0.009,0.041,3.0
38945.363281,6198.347076680745,0.017731,0.0185914,-4.368,-4.372400000000001,-34.61375810087045,-250.5200663430012,-0.006199798782230241,0.01752719740916546,6198.35,99183.2,0.0,1000000.0,1.648,2792.0,1295.0,1.204,0.424,0.575,1.641,2080.0,2013.0,0.052,0.009,0.04,3.0
39599.910156,6302.521447322348,0.016663,0.017138800000000006,-4.433,-4.3966,-35.320391783171864,-251.90662420721776,-0.005322737720010246,0.01629131451430425,6302.52,100830.0,0.0,1000000.0,1.647,2792.0,1297.0,1.201,0.424,0.459,1.64,2080.0,2001.0,0.044,0.008,0.065,3.0
40190.953125,6396.588857418408,0.01532,0.015643400000000005,-4.393,-4.4142,-36.11337699385897,-252.915029926648,-0.004595868070075029,0.014953058558116631,6396.59,102348.0,0.0,1000000.0,1.647,2790.0,1296.0,1.197,0.424,0.84,1.64,2059.0,2009.0,0.034,0.008,0.056,3.0
40844.109375,6500.541903217274,0.01474,0.0150024,-4.45,-4.454400000000001,-36.47678518771181,-255.21832026307393,-0.003827661390214393,0.01450589583727465,6500.54,104039.0,0.0,1000000.0,1.647,2791.0,1294.0,1.201,0.424,0.662,1.64,2064.0,2011.0,0.042,0.007,0.136,3.0
41473.171875,6600.66030960602,0.013763,0.0140806,-4.427,-4.4606,-37.027576774421824,-255.57355409605503,-0.0035079974248042414,0.01363661433155484,6600.66,105590.0,0.0,1000000.0,1.647,2790.0,1298.0,1.198,0.424,1.121,1.639,2064.0,2009.0,0.035,0.007,0.075,3.0
42074.902344,6696.428688156374,0.014526,0.013403,-4.569,-4.478000000000001,-37.45595964819294,-256.5705006595827,-0.003112829550537112,0.013036514150235979,6696.43,107120.0,0.0,1000000.0,1.648,2792.0,1300.0,1.198,0.424,0.486,1.642,2080.0,2006.0,0.041,0.007,0.064,3.0
42742.757813,6802.72118731868,0.012054,0.0124996,-4.464,-4.5114,-38.062077692754556,-258.4841796953196,-0.0024954013958596124,0.012247978283518545,6802.72,108835.0,0.0,1000000.0,1.647,2790.0,1296.0,1.199,0.424,0.162,1.64,2060.0,2009.0,0.035,0.006,0.107,3.0
43375.046875,6903.353116998918,0.011932,0.0117428,-4.48,-4.532400000000001,-38.60456671668983,-259.68739106509435,-0.0021021811642030026,0.011553102881601551,6903.35,110461.0,0.0,1000000.0,1.648,2789.0,1300.0,1.195,0.424,0.431,1.641,2057.0,2009.0,0.031,0.006,0.025,3.0
43982.296875,6999.999956191471,0.010223,0.010918800000000001,-4.617,-4.5284,-39.23650177844098,-259.458207947042,-0.0019976236334602595,0.010734509455910925,7000.0,111989.0,0.0,1000000.0,1.647,2783.0,1305.0,1.185,0.424,0.193,1.639,2080.0,2020.0,0.025,0.005,0.157,3.0
44606.792969,7099.391596493153,0.009979,0.010381800000000002,-4.532,-4.563000000000001,-39.67454683669689,-261.4406419181947,-0.0015451642615330974,0.010266169618941667,7099.39,113560.0,0.0,1000000.0,1.647,2790.0,1297.0,1.201,0.424,1.046,1.639,2080.0,2008.0,0.038,0.005,0.068,3.0
45249.277344,7201.64616063371,0.010406,0.009783800000000002,-4.549,-4.6000000000000005,-40.18984867418635,-263.5605857601787,-0.0010972778930271813,0.009722074041349093,7201.65,115254.0,0.0,1000000.0,1.648,2816.0,1297.0,1.203,0.424,1.199,1.641,2055.0,2022.0,0.026,0.005,0.151,3.0
45862.667969,7299.270310648687,0.009369,0.009478799999999999,-4.637,-4.611200000000001,-40.464932802532886,-264.20229849072524,-0.000957514121866368,0.009430313682292146,7299.27,116758.0,0.0,1000000.0,1.647,2816.0,1300.0,1.198,0.424,0.162,1.639,2051.0,2013.0,0.028,0.005,0.045,3.0
46492.914063,7399.577091873145,0.008942,0.0092042,-4.665,-4.649,-40.720279060492295,-266.3680789563197,-0.0005830542023457763,0.009185714203976026,7399.58,118384.0,0.0,1000000.0,1.647,2791.0,1296.0,1.194,0.424,0.797,1.639,2052.0,2015.0,0.027,0.004,0.044,3.0
47140.726563,7502.679653444863,0.008698,0.008685599999999998,-4.673,-4.691400000000001,-41.224003503603896,-268.7974200076745,-0.00018228850319390268,0.008683686904858056,7502.68,120056.0,0.0,1000000.0,1.647,2791.0,1297.0,1.202,0.424,0.486,1.639,2064.0,2014.0,0.028,0.004,0.098,3.0
47754.9375,7600.434360169519,0.008606,0.008361999999999998,-4.721,-4.7186,-41.55379673571208,-270.3558652104303,5.193621209988486e-05,0.008361838711065448,7600.43,121602.0,0.0,1000000.0,1.648,2792.0,1298.0,1.198,0.424,0.024,1.639,2052.0,2010.0,0.026,0.005,0.136,3.0
48385.367188,7700.7703612866,0.007813,0.0081116,-4.761,-4.745800000000001,-41.81786946908038,-271.9143104131861,0.0002709664070154061,0.00810707294689453,7700.77,123188.0,0.0,1000000.0,1.647,2791.0,1295.0,1.203,0.424,0.456,1.638,2050.0,2014.0,0.021,0.004,0.03,3.0
49032.664063,7803.790858590786,0.007751,0.0078674,-4.773,-4.779800000000001,-42.08337537115267,-273.86236691663095,0.000529947873949605,0.007849531069490476,7803.79,124816.0,0.0,1000000.0,1.647,2787.0,1299.0,1.197,0.424,0.445,1.638,2048.0,2015.0,0.022,0.004,0.113,3.0
49620.414063,7897.3341763930475,0.00769,0.007580600000000001,-4.801,-4.8256000000000006,-42.40592837713037,-276.4865136183301,0.0008563753934930027,0.007532072592946759,7897.33,126394.0,0.0,1000000.0,1.648,2790.0,1297.0,1.195,0.424,0.33,1.638,2044.0,2021.0,0.015,0.004,0.033,3.0
50265.484375,8000.000305189679,0.007477,0.007556,-4.843,-4.848800000000001,-42.43416101500408,-277.8157757030336,0.0010275280313518046,0.0074858080488873265,8000.0,128012.0,0.0,1000000.0,1.648,2792.0,1296.0,1.202,0.424,0.62,1.639,2056.0,2015.0,0.033,0.004,0.177,3.0
50875.996094,8097.16626308406,0.007172,0.007336400000000001,-4.95,-4.891800000000001,-42.69033995609305,-280.27949422209616,0.001309181150553181,0.007218643201809898,8097.17,129573.0,0.0,1000000.0,1.647,2816.0,1297.0,1.205,0.424,0.81,1.638,2064.0,2018.0,0.019,0.004,0.082,3.0
51501.523438,8196.722031920803,0.00769,0.007190000000000001,-4.877,-4.9184,-42.86542219234235,-281.8035619571441,0.0014707641509542448,0.007037965104507684,8196.72,131173.0,0.0,1000000.0,1.647,2791.0,1297.0,1.204,0.424,0.42,1.639,2051.0,2013.0,0.023,0.004,0.088,3.0
52142.617188,8298.755271218623,0.006653,0.0069276,-4.988,-4.9998000000000005,-43.18834392907489,-286.46743840950904,0.0019637695079609127,0.006643436691924064,8298.75,132812.0,0.0,1000000.0,1.647,2792.0,1297.0,1.203,0.424,0.196,1.639,2043.0,2019.0,0.016,0.003,0.06,3.0
52799.878906,8403.361722543395,0.006958,0.006842000000000001,-4.934,-5.013400000000001,-43.29633860301912,-287.24666101088695,0.002028556660479865,0.0065343646879572614,8403.36,134494.0,0.0,1000000.0,1.647,2791.0,1297.0,1.2,0.424,0.371,1.639,2048.0,2013.0,0.022,0.003,0.16,3.0
53417.089844,8501.59389425648,0.006165,0.0066834,-5.25,-5.071200000000001,-43.5000509134107,-290.55835706674316,0.0023469509082498243,0.006257767732527736,8501.59,136000.0,0.0,1000000.0,1.647,2816.0,1300.0,1.198,0.424,2.785,1.638,2044.0,2016.0,0.019,0.003,0.661,3.0
54048.90625,8602.150598397937,0.006744,0.0067138,-5.018,-5.118400000000001,-43.460632005251654,-293.26271785976064,0.0026516004684016773,0.0061679920068018895,8602.15,137652.0,0.0,1000000.0,1.648,2790.0,1297.0,1.202,0.424,0.804,1.64,2053.0,2010.0,0.022,0.004,0.029,3.0
54636.398438,8695.65288414601,0.006897,0.0066284,-5.166,-5.158200000000001,-43.57182582716918,-295.5430898843813,0.002858098295382276,0.005980548527847,8695.65,139116.0,0.0,1000000.0,1.648,2791.0,1299.0,1.183,0.424,0.536,1.639,2053.0,2012.0,0.027,0.004,0.073,3.0
55277.292969,8797.654416755222,0.006805,0.006671,-5.224,-5.149400000000001,-43.51618118694834,-295.03888702466617,0.0028233892205351396,0.006044064386599962,8797.65,140728.0,0.0,1000000.0,1.647,2816.0,1303.0,1.193,0.424,0.828,1.639,2051.0,2015.0,0.027,0.004,0.132,3.0
55933.402344,8902.077466995406,0.006531,0.006549,-5.133,-5.1878,-43.67650019142396,-297.2390449579685,0.002997503006726065,0.005822746493251119,8902.08,142379.0,0.0,1000000.0,1.648,2792.0,1298.0,1.2,0.424,0.551,1.639,2051.0,2014.0,0.027,0.004,0.139,3.0
56548.667969,9000.00003252868,0.006378,0.006402600000000001,-5.206,-5.1962,-43.872872594218265,-297.7203295058784,0.0029782088876510898,0.005667764866463329,9000.0,143946.0,0.0,1000000.0,1.647,2816.0,1298.0,1.2,0.424,1.292,1.639,2049.0,2017.0,0.025,0.004,0.184,3.0
57177.625,9100.101653004733,0.006134,0.006292800000000001,-5.21,-5.1994,-44.023121418686564,-297.9036760003202,0.002944945536593949,0.005561171425742546,9100.1,145548.0,0.0,1000000.0,1.647,2816.0,1299.0,1.198,0.424,0.252,1.638,2050.0,2016.0,0.026,0.004,0.103,3.0
57820.726563,9202.454445666306,0.006165,0.006256200000000003,-5.208,-5.2278,-44.07378752150891,-299.5308761384918,0.0030836341511058596,0.005443458354955394,9202.45,147186.0,0.0,1000000.0,1.648,2793.0,1298.0,1.203,0.424,1.14,1.64,2045.0,2013.0,0.021,0.003,0.036,3.0
58418.046875,9297.5209259303,0.006256,0.006201400000000002,-5.24,-5.2804,-44.150205101523795,-302.5446341408799,0.0033360831780779115,0.005227610447321568,9297.52,148731.0,0.0,1000000.0,1.648,2816.0,1297.0,1.203,0.424,0.294,1.64,2051.0,2013.0,0.027,0.004,0.044,3.0
59089.519531,9404.389118283743,0.006348,0.006146400000000002,-5.275,-5.308800000000001,-44.227583596399285,-304.1718342790515,0.0034522898527034433,0.00508526574850527,9404.39,150442.0,0.0,1000000.0,1.648,2791.0,1302.0,1.194,0.424,0.464,1.638,2048.0,2014.0,0.023,0.003,0.176,3.0
59713.488281,9503.696829181114,0.006104,0.0061280000000000015,-5.469,-5.351800000000001,-44.25362486750905,-306.635552798114,0.0036567180484822735,0.004917397392310694,9503.7,152057.0,0.0,1000000.0,1.647,2816.0,1298.0,1.208,0.424,0.338,1.639,2050.0,2014.0,0.026,0.004,0.045,3.0
60286.429688,9594.883286207189,0.005859,0.0061036000000000016,-5.352,-5.397600000000001,-44.28827871300632,-309.25969949981317,0.0038625803428280372,0.004725929120839463,9594.88,153568.0,0.0,1000000.0,1.648,2816.0,1306.0,1.189,0.424,0.316,1.64,2048.0,2016.0,0.026,0.003,0.017,3.0
60936.0625,9698.275559431679,0.006073,0.006060800000000001,-5.423,-5.4446,-44.349400940256785,-311.952601136928,0.004051739341512122,0.004507405567335041,9698.28,155109.0,0.0,1000000.0,1.647,2791.0,1298.0,1.197,0.424,0.442,1.638,2048.0,2013.0,0.021,0.003,0.039,3.0
61599.859375,9803.922113296881,0.006134,0.006024,-5.469,-5.447800000000001,-44.40230073614711,-312.1359476313699,0.004041453444003497,0.004467127719234394,9803.92,156827.0,0.0,1000000.0,1.647,2791.0,1295.0,1.199,0.424,1.86,1.639,2049.0,2016.0,0.023,0.004,0.15,3.0
62209.757813,9900.990464488606,0.006134,0.006072999999999999,-5.51,-5.498000000000001,-44.331934377548734,-315.0121957629267,0.004295173444689233,0.004293345325039254,9900.99,158434.0,0.0,1000000.0,1.647,2791.0,1295.0,1.198,0.424,0.73,1.639,2051.0,2017.0,0.022,0.004,0.119,3.0
62831.855469,10000.000381526888,0.00592,0.0061584,-5.485,-5.5352000000000015,-44.21064212498969,-317.14359876081335,0.004514480865251616,0.004188717354665627,10000.0,159925.0,0.0,1000000.0,1.648,2816.0,1299.0,1.203,0.424,0.137,1.64,2051.0,2013.0,0.027,0.003,0.077,3.0
63466.519531,10101.010304196969,0.006104,0.0061828000000000004,-5.603,-5.548000000000001,-44.17629603493018,-317.8769847385808,0.004585822800133015,0.004146956122962986,10101.0,161597.0,0.0,1000000.0,1.648,2790.0,1300.0,1.194,0.424,0.807,1.639,2051.0,2017.0,0.023,0.004,0.076,3.0
64114.140625,10204.08240255765,0.0065,0.006121800000000001,-5.609,-5.5676000000000005,-44.26241725927944,-318.99998201703715,0.004620179847655822,0.004016263613772761,10204.1,163305.0,0.0,1000000.0,1.647,2784.0,1306.0,1.189,0.425,0.466,1.639,2050.0,2018.0,0.023,0.004,0.074,3.0
64708.398438,10298.66147096758,0.006256,0.006189000000000002,-5.533,-5.5722000000000005,-44.16759034614372,-319.2635426027974,0.0046895244474075785,0.0040388217907165284,10298.7,164729.0,0.0,1000000.0,1.647,2816.0,1298.0,1.196,0.424,0.532,1.639,2064.0,2014.0,0.029,0.004,0.12,3.0
65313.78125,10395.011137960251,0.005829,0.006164400000000002,-5.608,-5.5788,-44.20218376456076,-319.6416947475837,0.004697332900390852,0.003991853076317525,10395.0,166341.0,0.0,1000000.0,1.647,2800.0,1298.0,1.2,0.424,0.474,1.639,2048.0,2012.0,0.024,0.003,0.035,3.0
65999.851563,10504.202619582806,0.006256,0.006134000000000002,-5.508,-5.584200000000001,-44.24512456707066,-319.9510919569544,0.004695549252808278,0.003946868786069744,10504.2,168150.0,0.0,1000000.0,1.648,2792.0,1300.0,1.198,0.424,0.132,1.64,2051.0,2014.0,0.028,0.004,0.1,3.0
66629.75,10604.454069477213,0.005981,0.006073000000000002,-5.636,-5.599800000000001,-44.33193437754873,-320.84490611735845,0.004709244749539273,0.003834624217434717,10604.5,169661.0,0.0,1000000.0,1.647,2816.0,1297.0,1.203,0.424,0.353,1.638,2048.0,2014.0,0.023,0.003,0.008,3.0
67199.84375,10695.18730781551,0.006348,0.006164600000000002,-5.636,-5.601,-44.20190196101988,-320.9136610527741,0.004784942529805022,0.003886723317456895,10695.2,171198.0,0.0,1000000.0,1.647,2791.0,1298.0,1.195,0.424,0.338,1.639,2049.0,2019.0,0.022,0.004,0.039,3.0
67826.335938,10794.896636344167,0.005951,0.006115800000000002,-5.611,-5.6402,-44.270934508087095,-323.1596556096869,0.004894532072774894,0.0036669558803697,10794.9,172764.0,0.0,1000000.0,1.647,2792.0,1296.0,1.204,0.424,0.845,1.639,2052.0,2014.0,0.026,0.004,0.111,3.0
68498.554688,10901.883573245721,0.006287,0.006079200000000002,-5.614,-5.6516,-44.32307136995692,-323.8128274961361,0.004906476834951972,0.003589311592503457,10901.9,174359.0,0.0,1000000.0,1.648,2792.0,1299.0,1.198,0.424,1.634,1.641,2053.0,2015.0,0.028,0.004,0.095,3.0
69115.039063,11000.00010886589,0.006012,0.005932600000000001,-5.704,-5.6934000000000005,-44.53509865148456,-326.2077910797829,0.00493034718880758,0.003299608970441378,11000.0,175983.0,0.0,1000000.0,1.647,2789.0,1299.0,1.201,0.424,0.473,1.638,2043.0,2011.0,0.023,0.003,0.075,3.0
69742.726563,11099.899677207883,0.005798,0.0058838000000000015,-5.693,-5.721800000000001,-44.60684196148907,-327.8349912179545,0.004980745210344411,0.003132296216776316,11099.9,177638.0,0.0,1000000.0,1.647,2816.0,1297.0,1.192,0.424,1.643,1.638,2051.0,2018.0,0.024,0.003,0.06,3.0
70381.914063,11201.629527395435,0.005615,0.005792200000000002,-5.845,-5.7686,-44.743129014267986,-330.5164336991667,0.00504209213332387,0.002850769678362945,11201.6,179136.0,0.0,1000000.0,1.647,2792.0,1296.0,1.199,0.424,1.959,1.638,2050.0,2016.0,0.019,0.003,0.1,3.0
71032.929688,11305.241882144244,0.005707,0.0058410000000000024,-5.753,-5.7946,-44.67025587520611,-332.00612396650683,0.005157589954256773,0.0027416321532528105,11305.2,180851.0,0.0,1000000.0,1.647,2789.0,1300.0,1.198,0.424,1.655,1.638,2051.0,2021.0,0.017,0.003,0.258,3.0
71621.804688,11398.964249257484,0.005829,0.005853200000000003,-5.848,-5.8124,-44.65213272150108,-333.0259888418397,0.005216444176550303,0.002654931334881275,11399.0,182403.0,0.0,1000000.0,1.647,2816.0,1297.0,1.206,0.424,1.451,1.638,2049.0,2017.0,0.02,0.003,0.122,3.0
72220.523438,11494.253297841784,0.006256,0.0059386000000000005,-5.834,-5.804,-44.52631852104012,-332.54470429392984,0.0052697404499746185,0.0027380295012839635,11494.3,183983.0,0.0,1000000.0,1.647,2816.0,1296.0,1.204,0.424,0.642,1.638,2048.0,2013.0,0.023,0.003,0.075,3.0
72906.171875,11603.377635813566,0.005859,0.0060056,-5.782,-5.8146,-44.428871942833425,-333.1520395567685,0.005358244910021315,0.002712276321511264,11603.4,185590.0,0.0,1000000.0,1.647,2816.0,1293.0,1.205,0.424,0.089,1.639,2048.0,2017.0,0.022,0.004,0.074,3.0
73526.640625,11702.128304410115,0.006042,0.006066599999999999,-5.803,-5.8018,-44.341092784552885,-332.41865357900105,0.00537715739599568,0.0028088812539317056,11702.1,187225.0,0.0,1000000.0,1.647,2792.0,1299.0,1.2,0.424,0.309,1.638,2049.0,2016.0,0.022,0.003,0.008,3.0
74137.882813,11799.410520056621,0.006042,0.006042199999999999,-5.806,-5.8002,-44.37609806897795,-332.3269803317801,0.005351047362107065,0.002806149135111498,11799.4,188889.0,0.0,1000000.0,1.647,2791.0,1297.0,1.196,0.424,0.282,1.638,2044.0,2015.0,0.017,0.003,0.018,3.0
74799.828125,11904.762388517927,0.006134,0.006036199999999999,-5.784,-5.8226,-44.38472757985938,-333.61040579287317,0.005407182676663914,0.002682924885490769,11904.8,190370.0,0.0,1000000.0,1.647,2790.0,1292.0,1.203,0.424,0.725,1.639,2048.0,2015.0,0.025,0.003,0.08,3.0
75398.226563,12000.000457864096,0.006134,0.006079000000000001,-5.826,-5.8294,-44.32335713231118,-334.00001709356206,0.005463769802483362,0.002664856571275635,12000.0,192090.0,0.0,1000000.0,1.647,2789.0,1298.0,1.196,0.424,0.292,1.638,2048.0,2015.0,0.021,0.003,0.011,3.0
76006.28125,12096.775366970342,0.005829,0.0060486,-5.894,-5.842600000000001,-44.3669026974764,-334.75632138313483,0.005470972024039262,0.002579540089275556,12096.8,193622.0,0.0,1000000.0,1.647,2792.0,1296.0,1.204,0.424,0.382,1.639,2043.0,2016.0,0.018,0.003,0.102,3.0
76624.210938,12195.121931298776,0.006256,0.006054800000000001,-5.837,-5.866200000000001,-44.35800395489722,-336.1085017796436,0.00553598878088639,0.0024522298542143284,12195.1,195178.0,0.0,1000000.0,1.648,2791.0,1299.0,1.198,0.421,0.822,1.64,2051.0,2011.0,0.031,0.004,0.065,3.0
77252.28125,12295.082426062843,0.00589,0.006067,-5.872,-5.8828000000000005,-44.34052010111904,-337.05961171956073,0.005587166308670846,0.0023647540335631954,12295.1,196759.0,0.0,1000000.0,1.647,2790.0,1294.0,1.204,0.424,1.119,1.638,2048.0,2019.0,0.019,0.003,0.141,3.0
77890.726563,12396.694153520646,0.006165,0.0061402,-5.902,-5.888400000000001,-44.23634965378326,-337.380468084834,0.005667890649918248,0.0023615824399265215,12396.7,198366.0,0.0,1000000.0,1.647,2783.0,1303.0,1.189,0.423,0.86,1.639,2051.0,2016.0,0.021,0.004,0.084,3.0
78539.820313,12500.0006323632,0.006195,0.006122,-5.909,-5.898,-44.262133494773686,-337.9305075681595,0.005673433854140514,0.002300224402681685,12500.0,200000.0,0.0,1000000.0,1.647,2792.0,1298.0,1.202,0.424,0.465,1.638,2048.0,2015.0,0.023,0.003,0.086,3.0
79199.820313,12605.042894803852,0.006195,0.006274600000000001,-5.922,-5.894799999999999,-44.04827909679448,-337.7471610737176,0.005807278718390498,0.0023761563599495766,12605.0,201661.0,0.0,1000000.0,1.648,2791.0,1294.0,1.202,0.424,0.45,1.64,2064.0,2011.0,0.03,0.003,0.16,3.0
79767.0,12695.312345611215,0.006165,0.006244,-5.885,-5.909400000000001,-44.0907421121924,-338.5836794546087,0.005812863313575857,0.0022799465120225773,12695.3,203106.0,0.0,1000000.0,1.648,2792.0,1298.0,1.198,0.424,0.682,1.639,2048.0,2017.0,0.025,0.003,0.026,3.0
80395.085938,12795.275327330426,0.006653,0.006299000000000002,-5.856,-5.901,-44.014567833002545,-338.10239490669875,0.005844538762882865,0.0023492057485796436,12795.3,204819.0,0.0,1000000.0,1.647,2791.0,1297.0,1.202,0.424,2.53,1.64,2052.0,2010.0,0.031,0.005,0.246,3.0
81033.148438,12896.826128206998,0.006012,0.006231800000000003,-5.975,-5.9026000000000005,-44.10772986245491,-338.1940681539198,0.005785898345929193,0.002314889105459237,12896.8,206311.0,0.0,1000000.0,1.647,2816.0,1298.0,1.203,0.424,0.144,1.638,2048.0,2019.0,0.018,0.003,0.048,3.0
81681.414063,13000.000806862305,0.00647,0.006292800000000003,-5.867,-5.9092,-44.023121418686564,-338.5722202987061,0.0058578340933093205,0.0022989370533494408,13000.0,208078.0,0.0,1000000.0,1.647,2816.0,1304.0,1.193,0.424,0.971,1.639,2064.0,2019.0,0.024,0.004,0.051,3.0
82340.132813,13104.83915203212,0.005859,0.006170600000000002,-5.93,-5.9396,-44.19345210338668,-340.3140119959038,0.005809946665016963,0.002078659209600815,13104.8,209618.0,0.0,1000000.0,1.648,2786.0,1304.0,1.192,0.424,0.264,1.64,2051.0,2013.0,0.027,0.003,0.027,3.0
82925.289063,13197.969661700738,0.00647,0.006189000000000001,-5.918,-5.9536,-44.16759034614372,-341.1161529090869,0.0058558872280322334,0.0020030740806492855,13198.0,211180.0,0.0,1000000.0,1.647,2800.0,1296.0,1.204,0.424,0.731,1.638,2049.0,2015.0,0.023,0.004,0.171,3.0
83604.3125,13306.039598174535,0.006042,0.006195000000000001,-6.008,-5.963000000000001,-44.15917378575835,-341.65473323650997,0.005880152198573991,0.0019498295109074196,13306.0,212766.0,0.0,1000000.0,1.648,2790.0,1298.0,1.2,0.424,1.178,1.64,2043.0,2015.0,0.022,0.003,0.111,3.0
84207.640625,13402.062251574649,0.006104,0.006372,-6.045,-5.9678,-43.914484657418114,-341.9297529781727,0.0060577134223514,0.0019764847817941057,13402.1,214376.0,0.0,1000000.0,1.647,2816.0,1297.0,1.203,0.424,0.842,1.639,2052.0,2010.0,0.023,0.004,0.044,3.0
84819.742188,13499.481241000374,0.0065,0.006323199999999999,-5.914,-5.9782,-43.98126162856969,-342.52562908510873,0.006031392948755471,0.0018987251875147123,13499.5,216010.0,0.0,1000000.0,1.648,2792.0,1299.0,1.202,0.424,0.608,1.64,2051.0,2018.0,0.025,0.004,0.121,3.0
85440.804688,13598.326407844384,0.006744,0.0063356,-5.954,-5.985,-43.96424499729963,-342.91524038579774,0.006056017538068096,0.0018613110805589814,13598.3,217670.0,0.0,1000000.0,1.647,2790.0,1296.0,1.198,0.424,1.1,1.639,2050.0,2013.0,0.023,0.004,0.085,3.0
86071.03125,13698.630080454495,0.006226,0.0063538,-5.97,-5.9732,-43.939329193587575,-342.2391501875434,0.006050965514509644,0.0019381926586939274,13698.6,219072.0,0.0,1000000.0,1.647,2788.0,1299.0,1.198,0.424,0.326,1.639,2051.0,2015.0,0.025,0.004,0.054,3.0
86750.09375,13806.706233997837,0.006104,0.0061585999999999985,-6.042,-5.9922,-44.210360046897975,-343.3277699982919,0.0058997026770086745,0.0017668792496649754,13806.7,220779.0,0.0,1000000.0,1.647,2790.0,1299.0,1.202,0.424,1.096,1.638,2049.0,2012.0,0.023,0.003,0.078,3.0
